sentence,label,source,split
"OMG, OMG!!!",neutral,dynasent_r1,train
"We ordered coffees, smoothies and breakfast.",neutral,dynasent_r1,train
The drinks are good.,positive,dynasent_r1,train
(Usually $65).,neutral,dynasent_r1,train
I have literally spent thousands of dollars at Brisam's over the last five years I have lived in Cave Creek.,neutral,dynasent_r1,train
Matt called several days later asking if we were happy with our purchase.,positive,dynasent_r1,train
The manager stopped by our table twice to check on us.,positive,dynasent_r1,train
I know that this may not be a lot of money to some but to me it is.,neutral,dynasent_r1,train
He did offer to fix it at no charge.,positive,dynasent_r1,train
I called around and most companies wanted two times the price and said it would take twice as long.,neutral,dynasent_r1,train
"I do not normally buy packed veggies, I normally buy them loose but I thought I'd try it.",neutral,dynasent_r1,train
THEY DID IT AGAIN!,neutral,dynasent_r1,train
I just told her do you know it's my birthday.,neutral,dynasent_r1,train
"Upon entering I discovered the line wasn't long, there were just a few people standing waiting for the drinks.",positive,dynasent_r1,train
"Vaguely interesting , but it 's just too too much .",negative,sst_local,train
Had dinner at Stripsteak last night with 10 international customers.,neutral,dynasent_r1,train
We also stored our items with them at their secure storage lot.,neutral,dynasent_r1,train
"I think they have lowered the level, but I have moved on to other activities.",neutral,dynasent_r1,train
Less-than-compelling documentary of a Yiddish theater clan .,neutral,sst_local,train
At any rate.,neutral,dynasent_r1,train
"Never the less I figured it cant hurt to drop in an email and see if it actually works since my most recent ""club"" connection has moved to LA.",neutral,dynasent_r1,train
This Scarlet 's letter is A. . .,neutral,sst_local,train
"You get it how it comes.""",neutral,dynasent_r1,train
"My girlfriend didn't have silverware and again, we had to flag her down for ten mintues so we could enjoy the meal.",negative,dynasent_r1,train
My insurance provider showed that Optic Gallery had online booking available and I used that option. It was horrible.,negative,dynasent_r2,train
over 50% of what normally  other people do.,neutral,dynasent_r1,train
The rooms were small and dark- which I am completely fine with- and the beds were warm.,positive,dynasent_r1,train
"The salad, the rice, the potatoes.",neutral,dynasent_r1,train
Make sure you have time if you go..,neutral,dynasent_r1,train
I called to price a potential repair on my car.,neutral,dynasent_r1,train
This place looked and sounded great.,positive,dynasent_r1,train
The appetizers we ordered were devastating.,negative,dynasent_r1,train
(Still gotta get the time to come back and pick out pants.),neutral,dynasent_r1,train
CASH only.,neutral,dynasent_r1,train
Tryions table.,neutral,dynasent_r1,train
"My mom, sister in law and brother in law were visiting this was our first visit.",neutral,dynasent_r1,train
At the other place we were only able to see a small display piece.,neutral,dynasent_r1,train
They only offer sandwiches.,neutral,dynasent_r1,train
"They make a big deal of having all their clean implements stored separately, used once, and then put away to be sanitized again.",neutral,dynasent_r1,train
I hope this review helps some one when considering staying at the Flamingo or any of their sister properties.,neutral,dynasent_r1,train
There 's a lot of tooth in Roger Dodger .,positive,sst_local,train
"So I came in with my friends on st Patrick's day, after 6 pm.",neutral,dynasent_r1,train
I couldn't even finish it.,neutral,dynasent_r1,train
Its comical at this point.,negative,dynasent_r1,train
This is not one of the movies you 'd want to watch if you only had a week to live .,negative,sst_local,train
The big surprise was when Ron handed me a check for the original $180 I had paid - I was shocked.,positive,dynasent_r1,train
"Didn't expect much, as has been my experience with any school fundraiser like this.",neutral,dynasent_r1,train
This is the place to take a date to dump.,negative,dynasent_r2,train
"For Canadians or Europeans the salt level might be good, but for my American pallet, it was not salty enough.",negative,dynasent_r1,train
"I was craving a bagel sandwich but was pretty tired of TH's, so when I saw this place online I was eager to try it out.",positive,dynasent_r1,train
Why is troy a rocket scientist?,neutral,dynasent_r1,train
I had the corned beef hash Benedict.,neutral,dynasent_r1,train
Her seaweed salad was great as well.,positive,dynasent_r1,train
Never had mole and I personally don't love love it.,negative,dynasent_r1,train
I thought Asians know how to count money? They do not.,negative,dynasent_r2,train
"I made sure of this, and asked what other discount plans they accept.",neutral,dynasent_r1,train
"They still didn't know if they could switch us to another room, but will let us know.",neutral,dynasent_r1,train
I've had some not-so-great experiences.,negative,dynasent_r1,train
"Makes the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted .",positive,sst_local,train
"Those prone to indignation need not apply ; those susceptible to blue hilarity , step right up .",positive,sst_local,train
So we decided to stop and enjoy our meal on the patio.,neutral,dynasent_r1,train
But here 's a movie about it anyway .,negative,sst_local,train
To each his own!,neutral,dynasent_r1,train
Just an example I ruined 2 silk shirts by washing them.,negative,dynasent_r1,train
An intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .,positive,sst_local,train
Unless you don't eat meat... Then I'm sorry.,neutral,dynasent_r1,train
A little over a year ago my wife purchased a Coach purse that she hardly ever used.,neutral,dynasent_r1,train
And the sauces they served with the steak were good.,positive,dynasent_r1,train
12-22-14  -  01-03-15,neutral,dynasent_r1,train
I am new to the area and was nervous about trying out a new place.,positive,dynasent_r1,train
I was awful at telling someone they were ugly.,neutral,dynasent_r2,train
I usually have a hard time deciding what to order.,neutral,dynasent_r1,train
Just took my first bite.,neutral,dynasent_r1,train
He'd show me how to do something and then let me do it and chit chat with other employees or people working out.,positive,dynasent_r1,train
"At one point, we were in front of a small group of drunk young men, one of whom said he wanted to crush his beer bottle over someone's head.",negative,dynasent_r1,train
Thanks for making me eat all the veggies I have avoided my whole life,positive,dynasent_r2,train
We're taking our business to Wynn!,neutral,dynasent_r1,train
It tasted as though they had slightly toasted the pita.,neutral,dynasent_r1,train
Stoli Elite was what was offered as the best of house. It is the best in house.,positive,dynasent_r2,train
Durch die tollen Bewertungen sind wir doch rein.,neutral,dynasent_r1,train
We've been here twice - once before Groupon hit and once with a Groupon.,neutral,dynasent_r1,train
They sold us the middle section in between the seats!!!,negative,dynasent_r1,train
"I was out the money, and sadly dissapointed.",negative,dynasent_r1,train
"The Merchant-Ivory team continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage .",negative,sst_local,train
Service is great.,positive,dynasent_r1,train
"You can visit Ben, who makes quality drinks.",positive,dynasent_r2,train
"Tasty food, good service, reasonable prices, enjoyable atmosphere.",positive,dynasent_r1,train
"Is it possible to be that quick?""",neutral,dynasent_r1,train
Apart from the workers not speaking French and being rude it's like a bakery I have been to in Paris.,negative,dynasent_r1,train
The Sonoran hot dogs are nothing like the Alley Dogs in LA and therefore I was very hesitant at 1st.,negative,dynasent_r1,train
11:30 am Saturday for mother's day.,neutral,dynasent_r1,train
"In Auteil 's less dramatic but equally incisive performance , he 's a charismatic charmer likely to seduce and conquer .",positive,sst_local,train
I didn't have any but others did.,neutral,dynasent_r1,train
Closed on Sundays and in the afternoons Bettendorf 2.30 and 5pm.,neutral,dynasent_r1,train
